,trader_name,daily_roi,weekly_roi,monthly_roi,all_roi,daily_pnl,weekly_pnl,monthly_pnl,all_pnl,number_of_trade,traded_open_dates,traded_symbols,traded_leverages,traded_types,traded_size,traded_open_price,traded_market_price,trade_pnl,trade_roi
1760,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1761,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25362', '5.685']","['1,019.83', '546.21']","['(80.7983%)', '(88.1361%)']"
1762,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1763,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1764,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25375', '5.684']","['1,044.62', '543.50']","['(82.7222%)', '(87.7091%)']"
1765,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1766,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1767,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25380', '5.686']","['1,055.04', '550.57']","['(83.5303%)', '(88.8241%)']"
1768,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1769,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1770,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25380', '5.685']","['1,055.04', '546.64']","['(83.5303%)', '(88.2042%)']"
1771,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1772,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1773,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25370', '5.685']","['1,035.14', '546.21']","['(81.9866%)', '(88.1361%)']"
1774,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1775,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1776,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25370', '5.684']","['1,035.14', '541.85']","['(81.9866%)', '(87.4479%)']"
1777,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1778,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1779,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25380', '5.686']","['1,055.04', '550.57']","['(83.5303%)', '(88.8241%)']"
1780,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1781,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1782,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25380', '5.688']","['1,055.04', '559.29']","['(83.5303%)', '(90.1994%)']"
1783,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1784,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1785,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25390', '5.691']","['1,074.95', '572.37']","['(85.0729%)', '(92.2604%)']"
1786,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1787,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1788,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25380', '5.692']","['1,055.04', '576.58']","['(83.5303%)', '(92.9231%)']"
1789,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1790,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1791,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25390', '5.695']","['1,074.95', '589.81']","['(85.0729%)', '(95.0051%)']"
1792,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1793,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1794,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25385', '5.696']","['1,065.73', '594.17']","['(84.3587%)', '(95.6907%)']"
1795,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1796,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1797,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25380', '5.696']","['1,055.04', '593.74']","['(83.5303%)', '(95.6220%)']"
1798,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1799,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1800,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25380', '5.696']","['1,055.04', '594.67']","['(83.5303%)', '(95.7691%)']"
1801,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1802,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1803,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25400', '5.706']","['1,094.86', '638.59']","['(86.6142%)', '(102.6599%)']"
1804,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1805,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1806,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25419', '5.708']","['1,132.92', '647.75']","['(89.5581%)', '(104.0945%)']"
1807,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1808,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1809,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25400', '5.709']","['1,094.86', '649.24']","['(86.6142%)', '(104.3271%)']"
1810,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1811,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1812,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25430', '5.714']","['1,154.58', '673.56']","['(91.2308%)', '(108.1306%)']"
1813,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1814,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1815,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25446', '5.716']","['1,185.52', '680.95']","['(93.6189%)', '(109.2841%)']"
1816,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1817,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1818,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25428', '5.711']","['1,151.10', '661.42']","['(90.9620%)', '(106.2337%)']"
1819,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1820,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1821,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25432', '5.705']","['1,158.20', '633.96']","['(91.5109%)', '(101.9354%)']"
1822,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1823,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1824,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25439', '5.705']","['1,171.98', '633.44']","['(92.5741%)', '(101.8530%)']"
1825,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1826,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1827,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25432', '5.709']","['1,158.38', '652.46']","['(91.5241%)', '(104.8321%)']"
1828,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1829,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1830,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25439', '5.709']","['1,172.55', '652.48']","['(92.6182%)', '(104.8355%)']"
1831,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1832,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1833,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25456', '5.712']","['1,205.92', '661.85']","['(95.1912%)', '(106.3010%)']"
1834,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1835,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1836,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25432', '5.708']","['1,158.25', '647.01']","['(91.5141%)', '(103.9790%)']"
1837,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1838,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1839,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25421', '5.701']","['1,137.17', '616.38']","['(89.8862%)', '(99.1789%)']"
1840,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1841,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1842,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25430', '5.701']","['1,154.58', '615.98']","['(91.2308%)', '(99.1149%)']"
1843,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1844,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1845,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25428', '5.700']","['1,150.04', '611.61']","['(90.8805%)', '(98.4305%)']"
1846,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1847,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1848,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25426', '5.699']","['1,146.38', '607.25']","['(90.5981%)', '(97.7459%)']"
1849,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1850,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1851,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25423', '5.699']","['1,140.25', '607.54']","['(90.1243%)', '(97.7901%)']"
1852,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1853,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1854,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25420', '5.700']","['1,134.67', '611.61']","['(89.6932%)', '(98.4305%)']"
1855,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1856,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1857,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25420', '5.700']","['1,134.67', '611.61']","['(89.6932%)', '(98.4305%)']"
1858,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1859,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1860,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25414', '5.699']","['1,123.43', '607.25']","['(88.8246%)', '(97.7459%)']"
1861,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
1862,Anonymous User-02ed1,+106.45%,+106.45%,"+1,267.16%",+6.67%,+704.92,+704.92,"+1,267.16","+288,027.30",0,[],[],[],[],[],[],[],[],[]
1863,Anonymous User-b62811,+55.66%,+55.66%,+69.23%,+8.91%,"+1,260.66","+1,260.66","+1,442.19","+123,757.09",2,"['2023-01-02 03:33:17', '2023-01-01 14:10:52']","['ADAUSDT Perpetual', 'LINKUSDT Perpetual']","['40x', '40x']","['Long', 'Long']","['199065', '4360.47']","['0.24850', '5.560']","['0.25414', '5.700']","['1,123.38', '611.61']","['(88.8208%)', '(98.4305%)']"
1864,Anonymous User-2bce32,+877.05%,+877.05%,"+1,212.20%",-6.61%,"+5,712.71","+5,712.71","+5,879.07","-175,236.03",0,[],[],[],[],[],[],[],[],[]
